,index,carat,cut,color,clarity,depth,table,price,x,y,z
1260,2069,0.32,Premium,E,SI1,61.9,59.0,561,4.36,4.39,2.71
1261,2070,0.76,Premium,E,VS2,63.0,59.0,3107,5.79,5.76,3.64
1262,2073,0.76,Premium,E,VS2,60.3,60.0,3107,5.97,5.94,3.59
1263,2074,0.81,Premium,H,VS1,61.7,58.0,3107,5.98,5.95,3.68
1264,2075,0.77,Ideal,F,SI1,61.5,56.0,3108,5.89,5.95,3.64
1265,2076,0.74,Premium,E,VS2,62.4,59.0,3108,5.77,5.73,3.59
1266,2077,0.75,Premium,E,VS2,59.9,61.0,3108,5.97,5.91,3.56
1267,2079,0.7,Premium,F,VVS1,61.9,59.0,3109,5.67,5.6,3.49
1268,2080,0.81,Ideal,E,SI1,62.4,57.0,3109,5.92,5.97,3.71
1269,2084,0.8,Ideal,H,VS1,63.1,58.0,3111,5.89,5.96,3.74
1270,2087,0.79,Premium,D,SI1,61.4,59.0,3112,5.89,5.96,3.64
1271,2090,0.71,Ideal,E,VS2,61.6,57.0,3112,5.71,5.79,3.54
1272,2093,0.82,Ideal,I,VS1,61.3,57.0,3113,6.02,6.07,3.7
1273,2096,0.76,Ideal,G,VS2,61.7,55.0,3114,5.86,5.91,3.63
1274,2097,0.77,Ideal,G,VS2,62.1,56.0,3114,5.85,5.88,3.64
1275,2099,0.93,Ideal,G,SI2,61.0,54.0,3114,6.35,6.32,3.87
1276,2103,0.84,Premium,F,SI1,59.0,59.0,3115,6.18,6.13,3.63
1277,2107,0.71,Ideal,F,VS2,61.2,56.0,3116,5.77,5.79,3.54
1278,2109,1.08,Premium,H,I1,61.7,59.0,3118,6.54,6.59,4.05
1279,2110,0.85,Ideal,G,SI1,60.4,56.0,3118,6.26,6.17,3.75
1280,2113,0.87,Ideal,H,VS2,61.7,57.0,3118,6.14,6.09,3.77
1281,2115,0.7,Ideal,F,SI1,61.9,55.0,3119,5.7,5.74,3.54
1282,2116,0.7,Ideal,F,SI1,61.2,55.0,3119,5.74,5.76,3.52
1283,2117,1.02,Premium,J,SI2,62.3,58.0,3119,6.42,6.37,3.98
1284,2120,0.75,Ideal,E,VS2,62.0,56.0,3120,5.82,5.85,3.62
1285,2122,0.77,Ideal,G,VS1,62.4,54.0,3121,5.93,5.89,3.69
1286,2124,0.9,Premium,I,SI1,61.8,58.0,3121,6.26,6.2,3.85
1287,2126,0.9,Premium,I,SI1,62.1,59.0,3121,6.19,6.15,3.83
1288,2127,0.86,Ideal,I,VS2,62.1,57.0,3121,6.1,6.07,3.78
1289,2129,0.72,Ideal,H,VS2,61.7,56.0,3122,5.74,5.77,3.56
1290,2130,0.72,Ideal,H,VS2,60.1,56.0,3122,5.85,5.88,3.52
1291,2133,0.7,Ideal,G,VVS1,62.3,57.0,3123,5.61,5.65,3.51
1292,2134,0.71,Ideal,F,VS2,61.8,56.2,3123,5.7,5.75,3.53
1293,2135,0.71,Ideal,G,VS1,60.9,56.6,3123,5.75,5.79,3.52
1294,2136,0.71,Ideal,G,VS1,61.8,56.1,3123,5.72,5.74,3.54
1295,2137,0.82,Ideal,G,SI1,60.7,57.0,3123,6.07,6.06,3.68
1296,2139,0.72,Ideal,H,VVS1,61.4,56.0,3124,5.79,5.77,3.55
1297,2141,0.83,Ideal,E,SI2,61.3,57.0,3125,6.02,6.05,3.7
1298,2144,0.52,Ideal,E,VVS1,61.8,55.0,3125,5.2,5.19,3.21
1299,2145,0.93,Premium,J,VS2,61.1,59.0,3125,6.34,6.32,3.87
1300,2147,0.72,Ideal,G,VVS2,61.2,57.0,3126,5.72,5.81,3.53
1301,2148,0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29
1302,2152,0.73,Ideal,G,VVS2,62.2,55.0,3127,5.77,5.74,3.58
1303,2153,0.73,Ideal,G,VVS2,61.9,56.0,3127,5.81,5.75,3.58
1304,2154,0.73,Premium,E,VS2,61.9,57.0,3127,5.79,5.75,3.57
1305,2155,0.71,Ideal,E,SI1,61.1,57.0,3128,5.75,5.77,3.52
1306,2156,0.7,Ideal,D,VS2,61.5,56.0,3129,5.7,5.74,3.52
1307,2158,0.75,Ideal,E,SI2,62.6,55.0,3129,5.72,5.79,3.6
1308,2160,0.74,Ideal,I,VVS2,61.3,57.0,3130,5.82,5.85,3.57
1309,2161,0.74,Ideal,G,SI1,60.6,55.0,3130,5.87,5.93,3.57
1310,2162,0.74,Ideal,G,SI1,61.9,55.0,3130,5.8,5.83,3.6
1311,2163,0.74,Ideal,G,SI1,61.3,57.0,3130,5.81,5.83,3.57
1312,2166,0.82,Ideal,E,SI2,62.6,55.0,3131,5.94,5.98,3.73
1313,2167,0.72,Ideal,H,VS1,61.6,55.0,3133,5.76,5.8,3.56
1314,2168,0.82,Ideal,G,SI1,61.8,55.0,3133,6.02,6.05,3.73
1315,2169,0.74,Premium,E,VS1,60.0,57.0,3133,5.94,5.89,3.55
1316,2171,0.71,Ideal,D,VS2,61.2,56.0,3135,5.76,5.78,3.53
1317,2172,0.71,Ideal,D,VS2,60.4,57.0,3135,5.77,5.82,3.5
1318,2173,0.73,Ideal,F,VS1,62.9,56.0,3135,5.71,5.77,3.61
1319,2175,0.81,Premium,D,SI1,60.7,58.0,3135,6.07,5.99,3.66
1320,2176,0.7,Premium,F,VVS2,62.6,59.0,3136,5.66,5.62,3.53
1321,2178,0.8,Premium,G,VS2,59.6,59.0,3136,6.09,6.0,3.6
1322,2179,0.75,Ideal,E,VS2,60.2,57.0,3136,5.93,5.9,3.56
1323,2180,1.0,Premium,E,I1,62.3,58.0,3136,6.38,6.33,3.96
1324,2181,0.71,Ideal,D,VS1,62.2,55.0,3136,5.74,5.71,3.56
1325,2184,1.0,Premium,G,SI2,62.5,59.0,3136,6.41,6.33,3.98
1326,2185,1.0,Ideal,H,I1,61.3,57.0,3136,6.44,6.41,3.94
1327,2186,0.8,Ideal,F,SI1,61.0,56.0,3137,5.98,6.05,3.67
1328,2187,0.72,Premium,H,VVS1,61.4,58.0,3137,5.75,5.78,3.54
1329,2188,0.71,Ideal,H,VVS1,61.1,56.0,3137,5.78,5.81,3.53
1330,2189,0.71,Ideal,D,VS2,62.3,56.0,3137,5.68,5.72,3.55
1331,2198,0.72,Ideal,G,VVS2,62.4,57.0,3139,5.71,5.76,3.58
1332,2199,0.54,Ideal,D,VVS1,61.4,58.0,3139,5.28,5.25,3.23
1333,2200,0.73,Ideal,F,VS1,61.1,57.0,3140,5.8,5.89,3.57
1334,2201,0.7,Ideal,G,VS1,61.2,57.0,3140,5.7,5.74,3.5
1335,2203,0.73,Ideal,D,SI1,62.4,53.0,3140,5.82,5.79,3.62
1336,2204,1.02,Premium,H,I1,62.5,60.0,3141,6.39,6.41,4.0
1337,2206,0.9,Premium,J,SI1,60.4,59.0,3141,6.27,6.24,3.78
1338,2207,1.0,Premium,G,SI2,59.1,59.0,3142,6.55,6.48,0.0
1339,2208,0.7,Ideal,E,VS2,61.9,56.0,3142,5.69,5.72,3.53
1340,2210,1.02,Ideal,H,SI2,58.8,57.0,3142,6.61,6.55,3.87
1341,2211,1.0,Premium,G,SI2,61.5,56.0,3142,6.49,6.44,3.97
1342,2214,0.83,Ideal,E,SI2,61.0,57.0,3143,6.06,6.13,3.72
1343,2220,0.9,Premium,I,VS1,60.7,58.0,3145,6.3,6.19,3.79
1344,2222,0.7,Ideal,H,VS2,61.2,56.0,3145,5.72,5.75,3.51
1345,2223,0.7,Ideal,H,VS2,61.2,57.0,3145,5.73,5.77,3.52
1346,2224,0.71,Ideal,E,VS2,60.1,59.0,3145,5.79,5.83,3.49
1347,2225,0.7,Ideal,G,SI1,61.6,55.0,3145,5.71,5.76,3.53
1348,2230,0.74,Premium,G,VVS1,61.2,59.0,3145,5.84,5.79,3.56
1349,2231,0.72,Ideal,E,VS2,60.6,57.0,3145,5.85,5.83,3.54
1350,2233,0.78,Premium,D,SI1,60.9,55.0,3145,6.0,5.93,3.63
1351,2235,0.71,Ideal,H,IF,61.2,56.0,3146,5.74,5.79,3.53
1352,2238,0.81,Ideal,F,SI1,61.2,57.0,3146,6.0,6.05,3.69
1353,2239,0.78,Ideal,E,SI1,62.1,58.0,3146,5.86,5.9,3.65
1354,2241,1.06,Ideal,I,SI2,62.8,55.0,3146,6.51,6.46,4.07
1355,2243,0.77,Ideal,G,VS1,62.2,56.0,3148,5.9,5.85,3.66
1356,2246,1.02,Ideal,I,VS2,62.8,57.0,3148,6.45,6.39,4.03
1357,2250,1.03,Premium,J,SI2,62.2,59.0,3149,6.42,6.4,3.99
1358,2253,0.75,Ideal,E,VS2,61.7,56.0,3150,5.86,5.84,3.61
1359,2254,0.75,Premium,E,VS2,61.8,58.0,3150,5.85,5.83,3.61
1360,2255,0.72,Ideal,F,VS2,61.3,56.0,3151,5.78,5.8,3.55
1361,2257,0.75,Ideal,D,SI1,62.0,58.0,3152,5.81,5.84,3.61
1362,2260,0.8,Ideal,H,VS2,60.6,56.0,3153,6.03,6.08,3.67
1363,2261,0.71,Ideal,D,VS2,62.0,57.0,3153,5.69,5.73,3.54
1364,2267,0.58,Ideal,D,VVS1,61.6,60.0,3154,5.34,5.35,3.29
1365,2268,0.73,Ideal,G,VS2,61.7,56.0,3154,5.79,5.81,3.58
1366,2269,0.77,Ideal,G,VS2,61.7,55.0,3154,5.87,5.9,3.63
1367,2270,0.7,Ideal,F,VS1,61.2,58.0,3154,5.7,5.73,3.5
1368,2271,0.7,Ideal,F,VS1,61.7,55.0,3154,5.72,5.76,3.54
1369,2273,0.8,Ideal,D,SI2,61.9,54.0,3154,6.0,5.95,3.7
1370,2274,1.22,Premium,J,SI2,62.6,59.0,3156,6.79,4.24,3.76
1371,2275,0.64,Ideal,E,VVS2,62.1,53.0,3157,5.51,5.54,3.43
1372,2276,1.06,Premium,F,I1,60.3,58.0,3158,6.59,6.56,3.96
1373,2277,0.77,Ideal,D,SI1,62.3,56.0,3158,5.84,5.87,3.65
1374,2279,0.82,Premium,D,SI2,61.7,56.0,3159,6.01,5.99,3.7
1375,2280,0.78,Ideal,E,VS2,62.1,54.0,3159,5.92,5.94,3.68
1376,2281,0.7,Ideal,F,VVS2,62.0,57.0,3160,5.68,5.74,3.54
1377,2288,0.9,Ideal,J,VS2,61.3,57.0,3160,6.16,6.24,3.8
1378,2291,0.81,Ideal,D,SI2,61.9,54.0,3160,5.96,5.99,3.7
1379,2293,0.63,Ideal,E,VVS1,62.4,56.0,3161,5.48,5.52,3.43
1380,2294,0.71,Premium,D,VS2,62.4,59.0,3161,5.73,5.68,3.56
1381,2295,0.71,Ideal,D,VS2,62.5,55.0,3161,5.74,5.71,3.58
1382,2296,0.71,Premium,D,VS2,59.2,59.0,3161,5.86,5.8,3.45
1383,2301,0.7,Ideal,F,VS1,61.0,58.0,3162,5.74,5.76,3.51
1384,2305,0.79,Ideal,F,SI1,61.3,56.0,3163,5.96,6.01,3.67
1385,2306,0.73,Ideal,H,VS2,61.4,55.0,3164,5.79,5.82,3.56
1386,2307,0.73,Ideal,H,VS2,61.0,56.0,3164,5.83,5.88,3.57
1387,2309,0.7,Ideal,G,VVS1,62.8,57.0,3165,5.63,5.68,3.55
1388,2310,0.92,Premium,H,SI1,60.7,59.0,3165,6.34,6.25,3.82
1389,2314,1.01,Premium,H,I1,58.1,59.0,3167,6.66,6.6,0.0
1390,2315,0.71,Ideal,G,VVS1,62.1,56.0,3167,5.72,5.84,3.59
1391,2316,0.72,Ideal,H,VS1,61.8,55.0,3167,5.78,5.81,3.58
1392,2317,0.7,Ideal,E,VS1,62.6,55.0,3167,5.66,5.69,3.55
1393,2318,0.79,Ideal,H,SI1,61.4,56.0,3167,5.93,5.96,3.65
1394,2319,0.85,Ideal,E,SI1,61.8,54.0,3167,6.1,6.14,3.78
1395,2320,0.7,Ideal,H,IF,62.2,55.0,3167,5.68,5.71,3.54
1396,2321,0.72,Premium,F,VS1,62.2,57.0,3167,5.74,5.67,3.55
1397,2324,1.08,Ideal,F,I1,61.8,56.0,3168,6.64,6.62,4.1
1398,2325,1.23,Ideal,H,I1,61.6,55.0,3168,6.92,6.87,4.25
1399,2327,0.79,Ideal,F,SI1,61.2,56.0,3169,5.96,6.01,3.66
1400,2328,0.77,Ideal,F,SI1,61.4,55.0,3169,5.93,5.95,3.65
1401,2331,0.92,Ideal,J,SI1,62.3,56.0,3170,6.24,6.29,3.9
1402,2332,0.76,Ideal,E,SI1,61.8,57.0,3170,5.84,5.87,3.62
1403,2333,0.75,Ideal,E,SI1,62.1,55.0,3170,5.81,5.85,3.62
1404,2334,0.74,Premium,F,VS1,61.7,57.0,3170,5.85,5.79,3.59
1405,2335,0.74,Ideal,F,VS1,62.3,56.0,3170,5.79,5.76,3.6
1406,2337,0.74,Ideal,F,VS1,61.7,56.0,3170,5.83,5.78,3.58
1407,2338,0.74,Ideal,F,VS1,62.3,57.0,3170,5.79,5.77,3.6
1408,2339,0.74,Ideal,F,VS2,62.1,56.0,3171,5.79,5.83,3.61
1409,2341,0.83,Ideal,H,VS2,61.6,55.0,3171,6.04,6.08,3.73
1410,2342,0.78,Ideal,G,VS2,62.2,57.0,3171,5.87,5.9,3.66
1411,2343,0.75,Ideal,G,SI1,61.8,55.0,3171,5.81,5.84,3.6
1412,2344,0.83,Ideal,G,SI1,61.8,55.0,3171,6.05,6.09,3.75
1413,2345,0.79,Ideal,E,SI1,60.3,56.0,3171,5.99,6.05,3.63
1414,2346,1.03,Ideal,H,I1,61.5,57.0,3172,6.48,6.52,4.0
1415,2347,1.03,Premium,H,I1,61.1,60.0,3172,6.46,6.51,3.96
1416,2348,1.03,Ideal,H,SI2,62.4,57.0,3172,6.43,6.36,4.0
1417,2349,0.7,Ideal,G,VS2,62.7,54.0,3172,5.65,5.7,3.65
1418,2350,0.7,Ideal,E,VS2,62.2,55.0,3172,5.64,5.67,3.52
1419,2354,1.01,Premium,G,SI2,60.1,58.0,3173,6.54,6.39,3.89
1420,2355,0.8,Ideal,D,SI2,61.5,58.0,3173,5.97,6.0,3.68
1421,2357,0.92,Premium,H,SI2,60.4,59.0,3174,6.36,6.33,3.83
1422,2359,0.7,Ideal,H,VVS1,60.2,57.0,3175,5.78,5.82,3.49
1423,2360,0.9,Ideal,J,VS1,62.5,55.0,3175,6.18,6.14,3.85
1424,2361,0.7,Premium,E,VS1,62.9,61.0,3175,5.65,5.57,3.53
1425,2362,0.9,Premium,G,SI2,61.9,61.0,3175,6.13,6.06,3.77
1426,2363,0.9,Premium,J,VS1,62.3,56.0,3175,6.23,6.19,3.87
1427,2369,0.77,Ideal,G,VS1,62.4,54.0,3176,5.89,5.93,3.69
1428,2370,0.32,Ideal,F,SI2,61.7,56.0,561,4.41,4.44,2.73
1429,2371,0.32,Premium,G,VS2,62.5,58.0,561,4.36,4.38,2.73
1430,2372,0.32,Ideal,G,VS2,62.0,57.0,561,4.39,4.41,2.73
1431,2373,0.32,Ideal,H,VS1,61.8,55.0,561,4.41,4.42,2.73
1432,2374,0.32,Ideal,G,VS2,61.5,57.0,561,4.4,4.41,2.71
1433,2376,0.32,Premium,I,VVS2,62.1,59.0,561,4.35,4.38,2.71
1434,2379,0.32,Premium,G,VS2,60.8,59.0,561,4.41,4.44,2.69
1435,2380,0.32,Premium,G,VS2,61.1,58.0,561,4.42,4.45,2.71
1436,2384,0.32,Premium,E,SI1,62.3,58.0,561,4.37,4.4,2.73
1437,2386,0.32,Premium,G,VS2,61.5,60.0,561,4.36,4.39,2.69
1438,2387,0.32,Premium,G,VS2,60.7,58.0,561,4.38,4.42,2.67
1439,2388,0.32,Premium,G,VS2,61.5,59.0,561,4.4,4.42,2.71
1440,2389,0.32,Ideal,G,VS2,61.4,57.0,561,4.39,4.4,2.7
1441,2390,0.32,Ideal,G,VS2,62.0,57.0,561,4.37,4.4,2.72
1442,2391,0.32,Ideal,E,SI1,61.8,55.0,561,4.42,4.45,2.74
1443,2392,0.32,Ideal,H,VS1,61.1,56.0,561,4.44,4.46,2.72
1444,2393,0.32,Ideal,G,VS2,62.5,56.0,561,4.38,4.42,2.75
1445,2395,0.32,Ideal,G,VS2,61.8,55.0,561,4.41,4.43,2.73
1446,2396,0.32,Premium,G,VS2,61.2,59.0,561,4.38,4.41,2.69
1447,2399,0.31,Ideal,G,VS2,61.7,55.0,562,4.37,4.39,2.7
1448,2400,0.7,Ideal,E,VS2,61.1,56.0,3176,5.73,5.76,3.51
1449,2401,0.72,Ideal,D,SI2,60.5,57.0,3176,5.82,5.89,3.54
1450,2403,0.74,Ideal,D,VS2,61.1,54.0,3177,5.86,5.89,3.59
1451,2405,0.74,Ideal,H,VS2,62.2,55.0,3178,5.83,5.81,3.62
1452,2406,0.72,Ideal,G,VVS2,62.6,56.0,3179,5.7,5.74,3.58
1453,2407,0.72,Ideal,D,VS2,60.8,56.0,3179,5.8,5.84,3.54
1454,2408,0.72,Ideal,D,VS2,62.1,57.0,3179,5.69,5.75,3.55
1455,2409,0.72,Ideal,D,VS2,62.8,57.0,3179,5.68,5.73,3.58
1456,2415,0.72,Ideal,H,VVS1,60.8,58.0,3180,5.77,5.8,3.52
1457,2416,0.72,Ideal,H,VVS1,61.8,55.0,3180,5.74,5.78,3.56
1458,2417,0.72,Ideal,H,VVS1,61.5,57.0,3180,5.74,5.76,3.54
1459,2420,0.91,Premium,H,SI1,62.2,56.0,3180,6.23,6.18,3.86
1460,2422,0.95,Premium,G,SI2,62.6,58.0,3181,6.22,6.18,3.88
1461,2423,0.63,Ideal,E,VVS1,61.1,58.0,3181,5.49,5.54,3.37
1462,2424,0.92,Ideal,J,SI1,61.7,57.0,3181,6.21,6.26,3.85
1463,2425,0.95,Premium,G,SI2,59.8,60.0,3181,6.36,6.34,3.8
1464,2426,0.8,Ideal,I,VVS1,61.7,56.0,3181,5.98,5.92,3.67
1465,2428,0.73,Ideal,D,VS2,62.1,56.0,3182,5.77,5.8,3.59
1466,2429,0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61
1467,2430,0.73,Ideal,G,VVS2,62.2,55.0,3183,5.74,5.77,3.58
1468,2432,1.11,Premium,I,I1,61.8,59.0,3183,6.65,6.58,4.09
1469,2433,0.85,Ideal,H,SI1,60.8,57.0,3183,6.13,6.18,3.74
1470,2434,0.76,Ideal,G,VS2,61.5,55.0,3183,5.92,5.88,3.63
1471,2435,0.7,Premium,D,VS1,60.9,60.0,3183,5.75,5.71,3.49
1472,2437,0.78,Ideal,G,VS2,61.7,55.0,3184,5.94,5.89,3.65
1473,2438,0.7,Ideal,H,VS1,61.2,55.0,3185,5.71,5.76,3.51
1474,2439,0.7,Ideal,H,VS1,61.0,56.0,3185,5.75,5.79,3.51
1475,2440,0.7,Ideal,H,VS1,61.7,57.0,3185,5.66,5.7,3.5
1476,2441,0.79,Ideal,D,SI1,61.2,56.0,3185,6.02,5.95,3.66
1477,2442,0.72,Premium,G,IF,60.1,58.0,3185,5.89,5.86,3.53
1478,2444,0.96,Premium,J,SI1,62.9,59.0,3187,6.3,6.22,3.94
1479,2449,0.77,Ideal,E,SI1,61.6,57.0,3189,5.87,5.91,3.63
1480,2451,0.85,Ideal,E,SI2,62.8,57.0,3189,6.06,6.01,3.79
1481,2452,0.71,Ideal,H,VS2,61.9,55.0,3189,5.74,5.77,3.56
1482,2453,0.74,Ideal,E,VS2,59.5,57.0,3189,5.92,5.94,3.53
1483,2454,0.73,Ideal,D,SI1,61.8,56.0,3189,5.8,5.76,3.57
1484,2455,0.73,Ideal,D,SI1,61.9,56.0,3189,5.8,5.77,3.58
1485,2456,1.01,Premium,J,VS2,62.4,60.0,3190,6.45,6.35,3.99
1486,2457,0.71,Ideal,H,IF,62.0,54.0,3190,5.71,5.75,3.55
1487,2458,0.89,Premium,G,SI1,61.1,58.0,3190,6.24,6.17,3.79
1488,2459,0.92,Premium,I,SI1,62.9,60.0,3190,6.18,6.13,3.87
1489,2461,0.7,Ideal,G,VVS2,60.6,56.0,3191,5.69,5.82,3.49
1490,2462,0.7,Ideal,G,VVS2,60.3,57.0,3191,5.75,5.83,3.49
1491,2463,0.7,Ideal,F,VVS2,62.0,55.0,3191,5.71,5.67,3.53
1492,2464,0.71,Ideal,E,VS2,62.1,57.0,3191,5.71,5.75,3.56
1493,2465,0.71,Ideal,E,VS2,62.0,57.0,3191,5.71,5.74,3.55
1494,2466,0.8,Ideal,E,VS2,61.4,55.0,3192,5.96,5.99,3.67
1495,2467,0.71,Ideal,D,VS1,62.2,55.0,3192,5.71,5.74,3.56
1496,2468,0.75,Ideal,E,VS2,60.2,57.0,3192,5.93,5.9,3.56
1497,2471,0.81,Ideal,G,SI1,62.2,57.0,3192,5.97,6.02,3.73
1498,2472,0.76,Ideal,E,VS2,61.5,56.0,3192,5.92,5.89,3.63
1499,2475,0.76,Premium,E,VS2,60.1,59.0,3192,6.01,5.97,3.6
1500,2477,0.81,Premium,G,VS2,61.4,60.0,3193,6.02,5.99,3.69
1501,2478,0.73,Ideal,F,VVS2,62.2,54.0,3193,5.8,5.75,3.59
1502,2481,0.81,Premium,G,VS2,62.9,58.0,3193,5.94,5.88,3.72
1503,2483,0.54,Premium,D,VVS1,61.4,57.5,3194,5.25,5.28,3.23
1504,2485,0.73,Ideal,D,SI1,62.4,53.0,3195,5.79,5.82,3.62
1505,2486,0.71,Ideal,G,VS1,62.3,54.0,3195,5.68,5.72,3.55
1506,2487,0.8,Ideal,D,SI1,61.7,56.0,3195,5.96,6.0,3.69
1507,2491,0.6,Ideal,F,VVS2,61.5,57.0,3196,5.42,5.45,3.34
1508,2493,0.91,Ideal,F,SI2,61.7,55.0,3196,6.27,6.2,3.85
1509,2495,0.51,Ideal,E,VVS1,61.3,56.0,3197,5.13,5.21,3.17
1510,2498,0.83,Premium,F,SI1,62.0,59.0,3198,6.04,5.99,3.73
1511,2499,0.73,Ideal,E,VS2,62.2,59.0,3198,5.74,5.77,3.58
1512,2500,0.71,Ideal,E,VS1,61.4,59.0,3198,5.71,5.75,3.52
1513,2501,0.71,Ideal,E,VS1,62.3,56.0,3198,5.66,5.7,3.54
1514,2502,0.83,Ideal,F,SI1,62.1,55.0,3198,6.05,6.0,3.74
1515,2503,0.7,Premium,E,VS2,61.0,59.0,3199,5.74,5.7,3.49
1516,2505,0.71,Ideal,F,VS1,62.6,57.0,3199,5.7,5.73,3.58
1517,2506,0.71,Ideal,F,VS1,61.1,56.0,3199,5.71,5.74,3.5
1518,2508,0.7,Ideal,F,VS1,62.4,56.0,3199,5.67,5.65,3.53
1519,2509,0.7,Ideal,D,SI1,61.7,57.0,3199,5.76,5.73,3.54
1520,2510,1.02,Premium,H,I1,62.5,60.0,3199,6.41,6.39,4.0
1521,2512,0.74,Ideal,F,VS2,62.1,56.0,3200,5.83,5.79,3.61
1522,2513,0.9,Ideal,E,SI2,62.6,56.0,3200,6.15,6.06,3.82
1523,2515,0.7,Ideal,E,VS2,60.5,59.0,3201,5.72,5.75,3.47
1524,2516,0.7,Ideal,E,VS2,61.1,59.0,3201,5.67,5.73,3.48
1525,2517,0.73,Ideal,E,VS2,62.4,57.0,3201,5.75,5.79,3.6
1526,2518,0.84,Ideal,I,VS1,61.4,57.0,3201,6.03,6.09,3.72
1527,2519,0.76,Ideal,F,VS2,61.0,55.0,3201,5.92,5.89,3.6
1528,2524,0.7,Premium,F,VVS1,63.0,60.0,3204,5.62,5.59,3.53
1529,2525,1.02,Ideal,G,SI2,62.3,56.0,3204,6.39,6.35,3.97
1530,2528,1.11,Premium,H,I1,61.0,59.0,3205,6.61,6.67,4.05
1531,2529,0.7,Ideal,G,VVS2,60.8,56.0,3205,5.75,5.79,3.51
1532,2530,0.7,Ideal,G,VVS2,61.0,56.0,3205,5.74,5.77,3.51
1533,2532,0.9,Premium,D,SI2,62.7,59.0,3205,6.2,6.14,3.87
1534,2538,0.9,Premium,D,SI2,59.0,61.0,3205,6.32,6.28,3.72
1535,2539,0.72,Premium,D,VS2,60.6,57.0,3205,5.82,5.79,3.52
1536,2540,0.75,Premium,E,VS2,61.8,58.0,3206,5.83,5.85,3.61
1537,2541,0.75,Ideal,E,VS2,61.7,56.0,3206,5.84,5.86,3.61
1538,2543,0.58,Ideal,D,VVS1,60.6,57.0,3206,5.38,5.41,3.27
1539,2544,0.7,Ideal,G,VS1,61.2,56.0,3206,5.71,5.75,3.5
1540,2545,0.7,Ideal,G,VS1,61.4,55.0,3206,5.71,5.76,3.53
1541,2548,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74
1542,2549,1.01,Ideal,J,SI1,62.1,54.0,3207,6.48,6.4,4.0
1543,2557,0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55
1544,2558,0.79,Ideal,D,SI1,61.1,57.0,3209,5.94,6.0,3.65
1545,2559,0.8,Ideal,D,SI2,61.9,54.0,3210,5.95,6.0,3.7
1546,2560,0.7,Premium,D,VVS2,61.5,60.0,3210,5.71,5.64,3.49
1547,2561,0.71,Ideal,G,VVS1,62.6,56.0,3210,5.65,5.69,3.55
1548,2562,0.79,Ideal,F,SI1,60.8,55.0,3210,5.98,6.05,3.66
1549,2563,0.9,Premium,F,SI2,62.6,62.0,3210,6.06,6.01,3.78
1550,2565,0.9,Premium,F,SI2,61.9,62.0,3210,6.12,6.07,3.77
1551,2569,0.73,Premium,F,VS1,60.7,61.0,3211,5.79,5.75,3.5
1552,2570,0.73,Ideal,F,VS1,62.6,56.0,3211,5.73,5.71,3.58
1553,2571,0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54
1554,2572,0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65
1555,2573,0.61,Ideal,E,VVS1,59.9,61.0,3212,5.5,5.55,3.31
1556,2574,0.71,Ideal,D,VS2,62.7,57.0,3212,5.7,5.75,3.59
1557,2575,0.71,Ideal,E,VS1,61.9,54.0,3212,5.74,5.76,3.56
1558,2576,0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56
1559,2577,0.76,Ideal,G,SI1,61.2,57.0,3212,5.85,5.9,3.59
1560,2578,0.81,Premium,E,SI1,60.8,59.0,3213,5.99,5.95,3.63
1561,2579,0.78,Ideal,D,SI1,61.1,57.0,3214,5.95,5.97,3.64
1562,2580,0.7,Premium,D,VS1,62.9,59.0,3214,5.72,5.66,3.58
1563,2582,0.92,Ideal,J,VS2,61.1,57.0,3215,6.31,6.22,3.83
1564,2584,0.96,Premium,G,SI2,62.7,60.0,3215,6.29,6.11,3.89
1565,2585,1.1,Premium,J,SI2,60.0,58.0,3216,6.77,6.66,4.03
1566,2586,1.1,Ideal,I,SI2,61.7,56.0,3216,6.65,6.6,4.09
1567,2588,0.71,Premium,D,VS2,59.2,59.0,3217,5.8,5.86,3.45
1568,2589,0.71,Ideal,D,VS2,62.5,55.0,3217,5.71,5.74,3.58
1569,2593,0.64,Ideal,F,VVS2,60.9,56.0,3217,5.57,5.59,3.4
1570,2594,0.71,Ideal,E,VS2,60.3,56.0,3217,5.8,5.84,3.51
1571,2595,0.77,Premium,F,VS2,62.1,59.0,3218,5.85,5.87,3.64
1572,2596,0.52,Ideal,D,VVS1,62.0,57.0,3218,5.15,5.17,3.2
1573,2599,0.77,Ideal,E,SI1,61.6,57.0,3218,5.91,5.87,3.63
1574,2604,0.72,Ideal,D,VS2,62.7,56.0,3219,5.71,5.78,3.6
1575,2605,0.72,Ideal,D,VS2,62.7,56.0,3219,5.65,5.71,3.56
1576,2609,0.73,Ideal,H,VVS1,62.1,56.0,3220,5.75,5.8,3.59
1577,2610,1.15,Premium,H,SI2,60.4,58.0,3220,6.8,6.75,4.09
1578,2612,0.71,Ideal,D,VS2,61.4,57.0,3222,5.73,5.77,3.53
